id;semester;kode_mk;mata_kuliah;sks;praktek;teori;kategori_mk;rps;;;;;;;;;created_at;update_at
41;5;SPL303;Kewirausahaan Teknik Sipil;2;2;2;Wajib;https://drive.google.com/file/d/1yhP8e79RpBkB5ZzN8fFANrW-KBpQBIbi/view?usp=sharing;;;;;;;;;28/03/2025 19:57;28/03/2025 19:57
42;5;SPL305;Rekayasa Lalu Lintas;2;2;2;Wajib;https://drive.google.com/file/d/1H2Ra0YImw2sTd8CkNwpkbnDHhTM0IvT9/view?usp=drive_link;;;;;;;;;29/03/2025 19:57;29/03/2025 19:57
43;5;SPL307;Pengantar Metode Pelaksanaan dan Pembongkaran Konstruksi;2;2;2;Wajib;https://drive.google.com/file/d/1WGMXwY-O-psGoFr7URTPOrRSLbNfL6XL/view?usp=drive_link;;;;;;;;;30/03/2025 19:57;30/03/2025 19:57
44;5;SPL309;Bahasa Pemograman ;2;2;2;Wajib;https://drive.google.com/file/d/19fEby2zCv6BAmlQN4bWmCBn4o9wpug2A/view?usp=drive_link;;;;;;;;;31/03/2025 19:57;31/03/2025 19:57
45;5;SPL311;Struktur Kayu II;2;2;2;Wajib;https://drive.google.com/file/d/1--ABpyvHpnM4Uh4eX9UNn3g6x350G79W/view?usp=drive_link;;;;;;;;;01/04/2025 19:57;01/04/2025 19:57
46;5;SPL501;Metode Elemen Hingga;2;2;2;Wajib;https://drive.google.com/file/d/18Q9u10adlQFMZJ4kuCO4sIZmRVwMY7Sq/view?usp=sharing;;;;;;;;;02/04/2025 19:57;02/04/2025 19:57
47;5;SPL503;Keselamatan Konstruksi;2;2;2;Wajib;https://drive.google.com/file/d/1f8Ba-kaeWc-ajbwHF3sBzsSR8caizZIF/view?usp=sharing;;;;;;;;;03/04/2025 19:57;03/04/2025 19:57
48;5;SPL505;Ekonomi Rekayasa;2;2;2;Wajib;https://drive.google.com/file/d/1M9STVG9d9uAeyaXLvMAZWfT8D_3rE5m6/view?usp=sharing;;;;;;;;;04/04/2025 19:57;04/04/2025 19:57
49;5;SPL507;Pelabuhan;2;2;2;Wajib;https://drive.google.com/file/d/1Pzz647i9C6ZGdY_7h32wsJKB_qLCiyyN/view?usp=drive_link;;;;;;;;;05/04/2025 19:57;05/04/2025 19:57
50;5;SPL509;Lapangan Terbang;2;2;2;Wajib;https://drive.google.com/file/d/16qSma8Et-lcDozg2qm14shvVV4PAYrj5/view?usp=sharing;;;;;;;;;06/04/2025 19:57;06/04/2025 19:57
51;6;MKU302;Kuliah Kerja Nyata;4;0;4;Wajib;Link;;;;;;;;;07/04/2025 19:57;07/04/2025 19:57
52;6;SPL302;Geologi Rekayasa;2;2;2;Wajib;https://drive.google.com/file/d/1axwc2Jm8wOMj9DQhosX9Dw2iO2w1ANGL/view?usp=drive_link;;;;;;;;;08/04/2025 19:57;08/04/2025 19:57
53;6;SPL304;Dasar-Dasar Rekayasa Transportasi;2;2;2;Wajib;https://drive.google.com/file/d/1noAwrmP36-tOclCgsmbmky2tIWtiKQCw/view?usp=sharing;;;;;;;;;09/04/2025 19:57;09/04/2025 19:57
54;6;SPL306;Pengembangan Sumber Daya Air;2;2;2;Wajib;https://drive.google.com/file/d/1esaBeRlgTT8_yHL4p6AwcOJVNkguABqu/view?usp=drive_link;;;;;;;;;10/04/2025 19:57;10/04/2025 19:57
55;6;SPL308;Analisa Numerik;2;2;2;Wajib;https://drive.google.com/file/d/181WIgg7dHrAYZCO0mvLeNuLO9q9FjJa7/view?usp=sharing;;;;;;;;;11/04/2025 19:57;11/04/2025 19:57
56;6;SPL310;Struktur Baja II;2;2;2;Wajib;https://drive.google.com/file/d/1PO6EolopdOshDLKN-SI-_KFR024_gJjl/view?usp=sharing;;;;;;;;;12/04/2025 19:57;12/04/2025 19:57
57;6;SPL312;Manajemen Proyek;2;2;2;Wajib;https://drive.google.com/file/d/1iJuRVLKqN12uxgfrvcqGyXR3n2z2kcbI/view?usp=sharing;;;;;;;;;13/04/2025 19:57;13/04/2025 19:57
58;6;SPL502;Mitigasi Bencana;2;2;2;Wajib;https://drive.google.com/file/d/13-TXJmgwl64I0ctb00ErhwcHVGm-EOOe/view?usp=sharing;;;;;;;;;14/04/2025 19:57;14/04/2025 19:57
59;6;SPL504;Kependudukan & Lingkungan Hidup;2;2;2;Wajib;https://drive.google.com/file/d/1NHzrLyBdfuJAyJuAt3vMmhtMn-GSOGrp/view?usp=sharing;;;;;;;;;15/04/2025 19:57;15/04/2025 19:57
60;6;SPL506;Perancangan Pelabuhan;2;0;2;Pilihan;Link;;;;;;;;;16/04/2025 19:57;16/04/2025 19:57
61;6;SPL508;Perancangan Jembatan;2;0;0;Wajib;https://drive.google.com/file/d/1q-otwmDtYV1YTPVC978MCnitEgFO1FDs/view?usp=sharing;;;;;;;;;17/04/2025 19:57;17/04/2025 19:57
62;7;MFT401;Kerja Praktik;2;0;2;Wajib;Link;;;;;;;;;18/04/2025 19:57;18/04/2025 19:57
63;7;SPL401;Perancangan Bangunan Gedung;3;0;0;Wajib;https://drive.google.com/file/d/1jFBer7gWMiybtL9Uorc9crxvAlyZzg8q/view?usp=sharing;;;;;;;;;19/04/2025 19:57;19/04/2025 19:57
64;7;SPL403;Disain Pondasi II;2;2;2;Wajib;https://drive.google.com/file/d/1W7i9VnLLxWgZFRurNpA7MElCKt5iMovI/view?usp=drive_link;;;;;;;;;20/04/2025 19:57;20/04/2025 19:57
65;7;SPL405;Struktur Beton II;3;3;3;Wajib;https://drive.google.com/file/d/14TW6iTMVnUmfWnZXhakGk-3-2HYFtO_6/view?usp=sharing;;;;;;;;;21/04/2025 19:57;21/04/2025 19:57
66;7;SPL407;Ilmu Lingkungan;2;2;2;Wajib;https://drive.google.com/file/d/1RcZtzvgn36vJbWDu6vPV-jZTXnM0yVso/view?usp=sharing;;;;;;;;;22/04/2025 19:57;22/04/2025 19:57
67;7;SPL409;Metodologi Penelitian;2;2;2;Wajib;https://drive.google.com/file/d/1nMHdbvMqOa5IalTAs-o4zA0CcAkmZBKZ/view?usp=sharing;;;;;;;;;23/04/2025 19:57;23/04/2025 19:57
68;8;MFT402;Tugas Akhir;4;0;4;Wajib;Link;;;;;;;;;;
